,geometry,landuse,industrial,caravan:rental,name,shop,city,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,brand,brand:wikidata,description,operator,start_date,website,access,place,barrier,fence_type,waterway,note,man_made,material,depot,cargo:container,fixme,harbour,port:category,port:type,seamark:harbour:category,seamark:type,seaway,operator:wikidata,operator:wikipedia,plant:method,plant:output:electricity,plant:source,power,ref:EU:ENTSOE_EIC,wikidata,wikipedia,contact:phone,cargo,port,name:en,name:it,plant:type,phone,source,amenity,fee,residential,email,building,fax,ref:vatin,type,name:vi,compressed_air,fuel:cng,fuel:diesel,fuel:lpg,fuel:octane_95,opening_hours,self_service,wheelchair,fuel:GTL_diesel,fuel:octane_100,ref:mise,pipeline,substance,substation,area,brand:wikipedia,contact:city,contact:housenumber,contact:postcode,contact:street,direction,not:brand:wikidata,addr:hamlet,addr:province,addr:state,check_date:opening_hours,opening_hours:signed,fuel:adblue,contact:email,contact:facebook,trade,old_name
1277,"POLYGON ((12.6414594 45.5261218, 12.6413026 45.5261326, 12.6411566 45.5261353, 12.641123 45.5259782, 12.6414379 45.5259553, 12.6414452 45.5260044, 12.6414594 45.5261218))",residential,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,"POLYGON ((12.6410213 45.5259279, 12.6429068 45.5257456, 12.6428769 45.5256461, 12.6428265 45.5256501, 12.6427872 45.5255781, 12.6409856 45.525763, 12.6410213 45.5259279))",residential,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,"POLYGON ((12.6406447 45.5257508, 12.6405998 45.5255938, 12.6427013 45.5253779, 12.6427163 45.5254289, 12.6428134 45.525408, 12.6428526 45.5255166, 12.6406447 45.5257508))",residential,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,"POLYGON ((12.643662 45.5242229, 12.6436265 45.5238839, 12.6431539 45.5238787, 12.6430885 45.5237321, 12.6428012 45.523728, 12.6426296 45.523753, 12.6425719 45.5236961, 12.6425255 45.523659, 12.6425263 45.5235873, 12.6425816 45.5235725, 12.6425857 45.5235588, 12.6436599 45.5235716, 12.643724 45.5236104, 12.6437758 45.5236026, 12.6438103 45.5235836, 12.6438325 45.5235284, 12.6438312 45.5234844, 12.643777 45.5234679, 12.6425741 45.5234527, 12.6425535 45.5234278, 12.6425721 45.5229807, 12.6426366 45.5229657, 12.6426385 45.5229493, 12.6435923 45.522959, 12.6436277 45.5229801, 12.6437103 45.5229944, 12.6437447 45.5229831, 12.6437876 45.5229485, 12.6437844 45.5229057, 12.6437511 45.5228673, 12.6436513 45.5228546, 12.6431032 45.5228488, 12.6430937 45.5225406, 12.6426151 45.5225191, 12.6425956 45.522319, 12.6426264 45.5222965, 12.6428063 45.5222905, 12.6428556 45.5223086, 12.6429246 45.5223043, 12.6429579 45.5222758, 12.6429752 45.5222482, 12.642953 45.5221947, 12.6429012 45.5221688, 12.6428445 45.5221696, 12.6427903 45.5221808, 12.6426239 45.5221834, 12.6425869 45.5221567, 12.6425506 45.5217344, 12.6426196 45.5217687, 12.6428994 45.521901, 12.6432431 45.5220635, 12.6432543 45.522191, 12.6432843 45.5225323, 12.6440103 45.5225427, 12.6440881 45.5232783, 12.6444978 45.5232639, 12.6445174 45.5235956, 12.6448828 45.5235777, 12.6448906 45.5236517, 12.6448972 45.5237142, 12.6448115 45.5237169, 12.6448359 45.5239664, 12.6450212 45.5239664, 12.6450294 45.5242187, 12.644566 45.5242244, 12.6445595 45.5241789, 12.6442846 45.5241811, 12.6442521 45.5240205, 12.6443253 45.5240171, 12.6443188 45.5238576, 12.6441871 45.5238655, 12.644161 45.523567, 12.6440992 45.5235693, 12.6441253 45.5239066, 12.6441903 45.5239407, 12.6442082 45.5242279, 12.643662 45.5242229))",residential,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,"POLYGON ((12.6460165 45.5272185, 12.6456943 45.5272318, 12.6455779 45.5256563, 12.6455216 45.524895, 12.6454781 45.5243066, 12.64583 45.524435, 12.6458577 45.5248794, 12.6459017 45.5255856, 12.6459059 45.5256466, 12.6460165 45.5272185))",residential,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,"POLYGON ((12.6459543 45.5254961, 12.6459124 45.5249504, 12.6458936 45.5244594, 12.6461495 45.5245458, 12.646439 45.5245549, 12.6464988 45.5252964, 12.6462177 45.5255295, 12.6460181 45.525528, 12.6459543 45.5254961))",residential,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,"POLYGON ((12.6473759 45.5271077, 12.6461099 45.5272129, 12.6459999 45.5261622, 12.646077 45.5261591, 12.646472 45.5261432, 12.6464905 45.5263151, 12.6465126 45.5263151, 12.6465015 45.5262529, 12.6465755 45.5262494, 12.6465434 45.5259775, 12.6463462 45.525985, 12.6459966 45.5259984, 12.6459816 45.525594, 12.6462895 45.5255857, 12.64637 45.5255835, 12.6463546 45.5255426, 12.6463378 45.5254978, 12.6465732 45.5253084, 12.6465528 45.5250444, 12.6465149 45.524556, 12.6468014 45.5245415, 12.6476044 45.5245007, 12.6476232 45.524867, 12.6476357 45.5251094, 12.6471464 45.5251311, 12.6471482 45.5251805, 12.6476548 45.5251598, 12.647685 45.5255948, 12.6476995 45.5258036, 12.6471951 45.5258219, 12.6471932 45.5258651, 12.6477125 45.5258468, 12.6477338 45.5262066, 12.6477485 45.5264553, 12.6472445 45.5264752, 12.6472457 45.5265252, 12.6477485 45.5265045, 12.6477641 45.5267387, 12.6477843 45.5270422, 12.64747 45.5270719, 12.6474657 45.5270303, 12.6475054 45.5269916, 12.647504 45.5269618, 12.6472888 45.5269698, 12.6472874 45.5270114, 12.6473723 45.5270194, 12.6473759 45.5271077))",residential,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,"POLYGON ((12.6483206 45.5270485, 12.6479964 45.5270753, 12.6479106 45.5261573, 12.6478244 45.5261642, 12.6478033 45.5259614, 12.648096 45.5259607, 12.648079 45.5257476, 12.648269 45.5257444, 12.6483095 45.5266394, 12.6483206 45.5270485))",residential,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,"POLYGON ((12.6419596 45.5297238, 12.6419115 45.5295425, 12.6419608 45.5295097, 12.6438513 45.5296476, 12.643874 45.5297103, 12.6437563 45.5301609, 12.6437218 45.5303353, 12.6437742 45.5305377, 12.6439344 45.5307148, 12.6443619 45.5310768, 12.644403 45.5311948, 12.6444412 45.5312325, 12.6445063 45.5312295, 12.6445459 45.5312821, 12.6445955 45.5312642, 12.6445615 45.5312027, 12.6445743 45.5311432, 12.6445006 45.5310847, 12.6439152 45.5305659, 12.6438215 45.5303552, 12.6440258 45.5296577, 12.64408 45.5296355, 12.6443389 45.5296202, 12.6441755 45.5302344, 12.644272 45.5305388, 12.6444062 45.5306252, 12.6449331 45.5303368, 12.6450384 45.5306423, 12.6451592 45.530888, 12.6451365 45.5308971, 12.6452609 45.5311089, 12.6452935 45.5311005, 12.6453204 45.5311317, 12.6453419 45.5311256, 12.6453787 45.5312288, 12.6453858 45.5312843, 12.6450812 45.5314148, 12.6450602 45.5313622, 12.6449616 45.5314045, 12.6449197 45.5314304, 12.6449061 45.5315055, 12.6441906 45.5318539, 12.644051 45.5318969, 12.6438957 45.5317306, 12.644076 45.5316064, 12.6440667 45.5314035, 12.6433133 45.5307106, 12.6432383 45.5307493, 12.6438741 45.5313029, 12.6437438 45.5313673, 12.6437665 45.5313991, 12.6438245 45.5313654, 12.6439434 45.5313753, 12.6440071 45.5314625, 12.6439517 45.5316036, 12.6437313 45.5317122, 12.6439218 45.5319216, 12.6432753 45.5322454, 12.6429313 45.531916, 12.6433594 45.5316471, 12.6432867 45.5316289, 12.6427126 45.5319958, 12.6425583 45.5315625, 12.6429458 45.5314441, 12.6429442 45.5313848, 12.6427539 45.5314567, 12.6427229 45.5313315, 12.6425433 45.5312492, 12.6426972 45.5311789, 12.6426465 45.5310366, 12.6429189 45.5309916, 12.6430291 45.5307668, 12.6423269 45.5308642, 12.6422705 45.5307045, 12.6429953 45.530588, 12.6429803 45.5305527, 12.6422593 45.5306587, 12.6421372 45.5303245, 12.642438 45.5302778, 12.6425063 45.5304418, 12.6425649 45.5304361, 12.6425096 45.5302698, 12.6426072 45.5302197, 12.6429275 45.5301843, 12.6428934 45.530116, 12.6424527 45.5300898, 12.6424624 45.5301969, 12.6421339 45.5302538, 12.6420665 45.5300703, 12.6423437 45.5300215, 12.6422576 45.5297857, 12.643178 45.5298676, 12.6431822 45.5298121, 12.6422845 45.5297256, 12.6419596 45.5297238))",residential,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,"POLYGON ((12.6439347 45.5327327, 12.6437459 45.5325373, 12.6438281 45.5325097, 12.6436376 45.5322773, 12.6435957 45.5322261, 12.6439004 45.5320788, 12.6443538 45.5324926, 12.6439347 45.5327327))",residential,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,"POLYGON ((12.7063387 45.5256689, 12.7070327 45.5258159, 12.7077099 45.524589, 12.7080296 45.5240548, 12.7072901 45.5238969, 12.7066872 45.5250294, 12.7063387 45.5256689))",residential,,,Residence 5R,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,"POLYGON ((12.1815896 45.2264208, 12.1800862 45.2267286, 12.1780834 45.2270973, 12.1780353 45.2272935, 12.1776319 45.2272597, 12.1773629 45.2271108, 12.177579 45.2261129, 12.1782563 45.226211, 12.1783859 45.2255987, 12.1789671 45.2254837, 12.1788134 45.2250879, 12.1794378 45.2249966, 12.1793225 45.2246921, 12.1794186 45.2245094, 12.1809748 45.2242929, 12.180994 45.2253281, 12.1817144 45.2252334, 12.1818057 45.2255581, 12.1824685 45.2255378, 12.1825021 45.2264816, 12.1815751 45.2266542, 12.1815896 45.2264208))",industrial,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,"POLYGON ((12.1854272 45.2259302, 12.182579 45.2264647, 12.1825165 45.2240967, 12.1853551 45.2237449, 12.1854272 45.2259302))",industrial,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,"POLYGON ((12.1854272 45.2259302, 12.1853551 45.2237449, 12.1852398 45.22364, 12.1849565 45.2229533, 12.1859987 45.2227537, 12.1863686 45.2235893, 12.1893897 45.223163, 12.1897259 45.224117, 12.1898844 45.2241745, 12.1900381 45.2246617, 12.189284 45.2248105, 12.1894233 45.2251759, 12.1854272 45.2259302))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,"POLYGON ((12.2628837 45.2118687, 12.2640528 45.2078373, 12.2657472 45.2080827, 12.2660902 45.2069407, 12.2689532 45.2073634, 12.2690002 45.2072731, 12.2691995 45.2073023, 12.2692404 45.2071257, 12.2694722 45.2061255, 12.26952 45.2060505, 12.2709867 45.2062965, 12.2724515 45.2064719, 12.2727112 45.2064453, 12.2729348 45.2064137, 12.2724653 45.2060961, 12.2725528 45.2060088, 12.2726917 45.2060178, 12.2731308 45.2053884, 12.2731876 45.2052951, 12.2724949 45.2052231, 12.2721618 45.2051324, 12.2724532 45.2041856, 12.273397 45.2042522, 12.2733138 45.2038283, 12.2729354 45.2035767, 12.2726672 45.2034733, 12.2722159 45.2035081, 12.2717939 45.2034574, 12.2714964 45.2033641, 12.2712769 45.2032015, 12.271111 45.2029466, 12.2711026 45.2026788, 12.27114 45.2024542, 12.2709043 45.2025141, 12.2705437 45.2024702, 12.2682876 45.2021515, 12.2680993 45.2021822, 12.2680161 45.202178, 12.2676858 45.2023176, 12.2672843 45.2032869, 12.2669577 45.2041469, 12.267058 45.2042792, 12.2662297 45.2056103, 12.2658552 45.2055688, 12.2649537 45.2055526, 12.2640982 45.2057056, 12.264091 45.2058072, 12.2639337 45.205804, 12.2630867 45.2062556, 12.2626174 45.2071311, 12.2622589 45.2078212, 12.2613723 45.2092899, 12.2610518 45.2116984, 12.2628837 45.2118687))",industrial,port,,Porto di Chioggia Val da Rio,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cargo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,"POLYGON ((12.2491437 45.1098783, 12.2488797 45.1102198, 12.2488523 45.1102746, 12.2487756 45.1103485, 12.2485676 45.1105788, 12.2481802 45.1110186, 12.2478689 45.1113607, 12.2478191 45.1112997, 12.2477439 45.1112064, 12.2474003 45.1108913, 12.2469776 45.1115553, 12.2467137 45.1119994, 12.2462163 45.1126799, 12.2459666 45.112581, 12.2457652 45.1121261, 12.245615 45.1116794, 12.2455829 45.1110964, 12.2448562 45.1112187, 12.2443487 45.1107101, 12.2441603 45.1107506, 12.2439672 45.1107506, 12.2437633 45.1108263, 12.2437099 45.1107776, 12.2430788 45.1096818, 12.2431585 45.1096521, 12.2432108 45.1096193, 12.2432438 45.1095823, 12.2432651 45.1095085, 12.2433 45.109399, 12.2433329 45.1093128, 12.2433737 45.1092334, 12.2434473 45.109124, 12.2435016 45.1090679, 12.2435462 45.1090337, 12.2436102 45.1089817, 12.2437226 45.1089201, 12.2437905 45.1088845, 12.2438796 45.1088476, 12.2439824 45.1088161, 12.2441026 45.1087874, 12.2442422 45.1087628, 12.2443856 45.1087518, 12.2445213 45.10876, 12.2447482 45.108812, 12.2450428 45.1088886, 12.2453724 45.1089666, 12.2455372 45.10902, 12.2457038 45.1090679, 12.2458299 45.1090911, 12.2460897 45.1091336, 12.2462235 45.1091623, 12.2467276 45.1092977, 12.247005 45.1093683, 12.2472896 45.1094422, 12.2477349 45.1095435, 12.2482264 45.1096534, 12.2487033 45.1097615, 12.2490391 45.1098505, 12.2491437 45.1098783))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,"POLYGON ((12.2511084 45.1146022, 12.2488303 45.1150264, 12.2487805 45.1149233, 12.2501786 45.1144991, 12.2500838 45.1142515, 12.2491283 45.1144, 12.2490554 45.1142029, 12.2499118 45.11401, 12.2498308 45.1138643, 12.2497802 45.1136043, 12.249687 45.1133829, 12.2492336 45.1134071, 12.2492538 45.1129171, 12.2485392 45.1128728, 12.2488226 45.1125742, 12.2495696 45.1126428, 12.2496506 45.1124785, 12.2501709 45.1125428, 12.2502559 45.1125928, 12.2502316 45.1129743, 12.2502316 45.1130386, 12.250347 45.1130257, 12.2505413 45.1130271, 12.2505515 45.1124557, 12.2511709 45.11257, 12.2513248 45.1120671, 12.2519564 45.1122942, 12.2527277 45.1124985, 12.2528532 45.1123185, 12.2533634 45.1125842, 12.2532763 45.11276, 12.2531042 45.1129385, 12.2530334 45.1129771, 12.2526953 45.1128514, 12.2524058 45.1130571, 12.2535779 45.1137114, 12.251153 45.1143485, 12.2511084 45.1146022))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,"POLYGON ((12.246555 45.1137478, 12.2470955 45.1136137, 12.246861 45.1130624, 12.2463094 45.11322, 12.246555 45.1137478))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,"POLYGON ((12.2670156 45.1292019, 12.2676657 45.12918, 12.2679091 45.1291602, 12.2679027 45.1294111, 12.2684986 45.1293242, 12.2685666 45.1287766, 12.2682995 45.1287844, 12.2683753 45.1282726, 12.267721 45.1283239, 12.2675832 45.1285611, 12.2669949 45.1287213, 12.2670156 45.1292019))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,"POLYGON ((12.2664352 45.1440946, 12.2667611 45.1439962, 12.2670628 45.1444427, 12.2672814 45.1447775, 12.2673592 45.1447567, 12.2673538 45.1446962, 12.2677307 45.1445685, 12.2679332 45.1447709, 12.268078 45.1447586, 12.2679546 45.1444484, 12.267846 45.1442611, 12.2678474 45.1441523, 12.2680539 45.1435582, 12.2687969 45.1434476, 12.2686292 45.1439943, 12.268585 45.1442128, 12.2686051 45.1443746, 12.2686829 45.1446498, 12.2686654 45.1449232, 12.2679332 45.145084, 12.2678956 45.1450244, 12.2669595 45.145224, 12.2664352 45.1440946))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,"POLYGON ((12.2686842 45.1423002, 12.2691824 45.142206, 12.2691261 45.1425324, 12.269055 45.142837, 12.2690349 45.142889, 12.2688626 45.1432891, 12.2686775 45.1432442, 12.2685863 45.1428412, 12.2686172 45.142776, 12.2686842 45.1423002))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,"POLYGON ((12.2679734 45.1423493, 12.2691797 45.1421351, 12.2689162 45.1402001, 12.2678272 45.1403259, 12.2678554 45.1408084, 12.2679023 45.1409701, 12.2679171 45.141061, 12.2678742 45.1410988, 12.2678246 45.141131, 12.2673324 45.1413154, 12.2679734 45.1423493))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,"POLYGON ((12.267893 45.142372, 12.2672506 45.1413665, 12.2667074 45.1415037, 12.267336 45.1424614, 12.267893 45.142372))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,"POLYGON ((12.2683288 45.133821, 12.2689658 45.1337898, 12.2690383 45.1343924, 12.269175 45.1360944, 12.2696176 45.1360604, 12.2696739 45.1365845, 12.2690034 45.1367169, 12.2691697 45.1372088, 12.2686627 45.1373091, 12.2686855 45.1375731, 12.2700629 45.1373432, 12.2701406 45.1375892, 12.2686721 45.1378531, 12.2685072 45.1358371, 12.2683288 45.133821))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,"POLYGON ((12.1929064 45.2141864, 12.1925363 45.2138501, 12.192665 45.2137839, 12.1935984 45.2135515, 12.1936977 45.2135137, 12.1941537 45.2131472, 12.1950468 45.2137631, 12.1948376 45.2138973, 12.1956959 45.2144642, 12.1950844 45.2146059, 12.194666 45.2141958, 12.194387 45.2143413, 12.1939981 45.2140409, 12.1935743 45.2141788, 12.1933195 45.2139464, 12.1929064 45.2141864))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,"POLYGON ((12.20227 45.1902905, 12.1995288 45.1913868, 12.2010577 45.1932827, 12.2051534 45.1915022, 12.2061726 45.1909521, 12.2053546 45.1897574, 12.2048315 45.1899843, 12.2053707 45.190816, 12.2040725 45.1913717, 12.2039169 45.1911827, 12.2034878 45.1913226, 12.203646 45.1915645, 12.2032088 45.1917006, 12.20227 45.1902905))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,"POLYGON ((12.2743797 45.1952304, 12.2746073 45.1944418, 12.2756011 45.1944779, 12.2756315 45.1943536, 12.2767391 45.1942373, 12.276832 45.1944258, 12.2767941 45.1945314, 12.2759804 45.1952411, 12.2743797 45.1952304))",industrial,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,"POLYGON ((12.2729348 45.2064137, 12.2730521 45.2068396, 12.273035 45.207334, 12.2731052 45.207771, 12.2734826 45.2083749, 12.2736495 45.2087143, 12.2737671 45.2091072, 12.2737936 45.2094105, 12.2731583 45.2116847, 12.2729914 45.2116847, 12.2730293 45.2121082, 12.2727448 45.2130943, 12.2712674 45.2131704, 12.2709999 45.2131464, 12.2705011 45.2130141, 12.2704822 45.2131384, 12.2703814 45.2131859, 12.2701223 45.2131523, 12.2703627 45.21209, 12.2704716 45.2116318, 12.2707686 45.2116713, 12.2708748 45.2116633, 12.2717775 45.2117996, 12.2718079 45.2118423, 12.2719805 45.2118183, 12.2720355 45.2117809, 12.2720241 45.2114321, 12.2718724 45.2107787, 12.271971 45.2100906, 12.2720317 45.2095308, 12.2719843 45.2092248, 12.2719881 45.2091393, 12.2719615 45.2089655, 12.2718231 45.2087878, 12.2718136 45.208419, 12.2718762 45.2081638, 12.2720715 45.2077122, 12.272062 45.2076854, 12.2716884 45.2076347, 12.2714001 45.2075144, 12.2712351 45.2073728, 12.2710625 45.2071937, 12.270998 45.207155, 12.2708292 45.2071229, 12.2694428 45.2071576, 12.2692404 45.2071257, 12.2694722 45.2061255, 12.26952 45.2060505, 12.2709867 45.2062965, 12.2724515 45.2064719, 12.2727112 45.2064453, 12.2729348 45.2064137))",industrial,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,"POLYGON ((12.2760978 45.1627081, 12.2769454 45.1625285, 12.2770178 45.1625493, 12.2771439 45.163266, 12.2772297 45.1635289, 12.2772941 45.1645312, 12.2773558 45.1646088, 12.2773692 45.1647222, 12.2773102 45.164779, 12.2774282 45.1661387, 12.2763526 45.1664034, 12.2762936 45.1653047, 12.2763205 45.1646731, 12.2764465 45.1641908, 12.2764465 45.1638807, 12.2763661 45.1633568, 12.2760978 45.1627081))",residential,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,"POLYGON ((12.2772056 45.1688907, 12.2767068 45.1690124, 12.2766082 45.1690164, 12.276172 45.1690993, 12.2758154 45.1683478, 12.2752445 45.1684936, 12.2749316 45.1678504, 12.2741711 45.1679186, 12.2739549 45.1670909, 12.2742526 45.1670574, 12.2742716 45.167131, 12.2745523 45.1670869, 12.2745409 45.167024, 12.2749942 45.1669251, 12.2751251 45.167143, 12.2754115 45.1670668, 12.2754323 45.1670976, 12.2761966 45.1669063, 12.2772113 45.1688145, 12.2772056 45.1688907))",industrial,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
