,geometry,name,shop,check_date,opening_hours,wheelchair,name:de,name:it,alt_name,addr:housenumber,addr:street,phone,cafe,outdoor_seating,level,amenity,building,city,addr:postcode,email,addr:place,noname,addr:city,facebook,website,name:en,delivery:description:it,addr:country,cuisine,source,contact:mobile,organic,payment:credit_cards,payment:debit_cards,operator,ref:vatin,contact:phone,description,diet:kosher,diet:vegan,payment:online,payment:mastercard,payment:visa,start_date,check_date:opening_hours,fixme,delivery,payment:bancomat,payment:cash,payment:coins,addr:unit,payment,toilets,payment:maestro,contact:facebook,payment:pos,indoor_seating,smoking,opening_hours:signed,contact:instagram,air_conditioning,craft,fax,phone:delivery,payment:cards,contact:whatsapp,opening_hours:phone,payment:online_payment,communication:mobile_phone,phone:mobile,kids_area,contact:website,internet_access,second_hand,addr:state,branch,brand,butcher,diet:halal,addr:province,takeaway,contact:email,bar,payment:bancoposta,payment:postepay,mobile,building:levels,roof:levels,wheelchair:description,addr:interpolation,internet_access:fee,addr:hamlet,contact:twitter,contact:fax,roof:shape,layer,survey:date
159,POINT (12.2126715 45.4716623),Mea Libera Tutti,greengrocer,,,,,,,3763,Cannaregio,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,POINT (12.3212878 45.4321727),DANILO AGRICOLA BORGA,wine,,,,,DANILO AGRICOLA BORGA Vini e Spumanti,,1614,Calle de l'Avogaria,+39390415226396,,,,,,"Venezia, Veneto, Italy",30123,danilo.agricolaborga@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,POINT (12.2288914 45.4784659),Bottega del Vino,wine,,,,,Bottega del Vino,,51,Via Giorgio Rizzardi,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,POINT (12.3471489 45.437363),Frutta e verdura,greengrocer,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,POINT (12.2231328 45.4774302),Vini La Reggenza,wine,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,POINT (12.2107715 45.4868161),Panificio F.lli Rizzo,bakery,,"Mo,Tu,Th,Fr 07:00-13:15,16:30-19:30; We 07:00-13:15; Sa 07:00-13:15,16:30-19:00; PH off",,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,POINT (12.3201164 45.4361418),Majer,bakery,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/MAJERvenezia,,,,,https://www.instagram.com/majer_venezia/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,POINT (12.2243802 45.4746323),Frutta e Vedura Daniele e Daniela,greengrocer,,"Mo-Sa 07:00-13:30,16:00-19:00",,,,,24,Piazza del Mercato,+39 349 161 4712,,,,,,"Venezia, Veneto, Italy",30175,monismile91@msn.com,,,Marghera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/fruttaeverduradanieleedaniela/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,POINT (12.2443382 45.4897329),Macelleria Carpitella,butcher,2022-08-07,,,,,,53,Corso del Popolo,+39 041 950817,,,0,,,"Venezia, Veneto, Italy",30173,,,,Mestre,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,IT02241050273,,,,,,yes,yes,,,,,yes,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,POINT (12.24106 45.4934361),Antica Drogheria Caberlotto,confectionery,,"Mo-Sa 08:30-12:30, 15:30-18:00; Su off",yes,,,,65,Piazza Erminio Ferretto,+39041961532;+393477183546,,,,,,"Venezia, Veneto, Italy",,anticadrogheriacaberlotto@gmail.com,,,,Anticadrogheriacaberlotto,https://www.caberlotto.it,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,POINT (12.2415131 45.4885348),La Cantinetta,wine,,"We 08:45-12:45; Th 08:45-12:45,16:00-19:30; Fr 08:45-12:45,16:00-19:30; Sa 08:45-12:45,16:00-19:30; Su 08:45-12:45,16:00-19:30",,,,,21,Via Aleardo Aleardi,+39 041 981714,,,,,,"Venezia, Veneto, Italy",30172,lacantinetta21@gmail.com,,,Mestre,https://it-it.facebook.com/lacantinettawineboutique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,winery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,POINT (12.2459031 45.4954063),Pescheria Santina S.n.c. Di Tognon Antonella & C,seafood,,,,,,,,Via Caneve,+39 041 988826,,,,,,"Venezia, Veneto, Italy",30100,,,,Mestre,,,,"""Attivazione servizio a domicilio di generi di prima necessità per COVID-19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,POINT (12.2128105 45.5119501),Ortofrutta Simion Pierina,greengrocer,,08:30-19:30,,,,,66,Via Castellana,+39 041 680498,,,,,,"Venezia, Veneto, Italy",30174,,,,Zelarino,,https://www.spesaonlinelocale.it/negozio/ortofrutta-simion-pierina,,"""Attivazione servizio a domicilio di generi di prima necessità per COVID-19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,POINT (12.1927341 45.4833033),Panificio F. Lli Rizzo Di Rizzo E. & C. (S.N.C.),bakery,,Mo-Sa 07:00-19:30,,,,,231a,Via Trieste,+39 041 917260,,,,,,"Venezia, Veneto, Italy",30174,,,,Chirignago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,POINT (12.2467614 45.4885404),Pasticceria Raia di Salvatore Raia,pastry,,Mo-Su 07:00-19:30; Su 07:00-13:00,,,,,34,Andrea Costa,+39 041 988927,,,,,,"Venezia, Veneto, Italy",30173,pasticceriaraia@gmail.com,,,Mestre,,https://m.facebook.com/PasticceriaRaia/,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,POINT (12.2413429 45.4954967),NaturHouse Carpenedo,health_food,,,,,,,42/a,Via Daniele Manin,+39 041 972819,,,,,,"Venezia, Veneto, Italy",30174,,,,Mestre,https://it-it.facebook.com/NaturhouseMestre/,https://www.naturhouse.it/,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,NaturHouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,POINT (12.2523488 45.504788),Pasticceria Cioccolateria Pettenò,pastry,,"Mo off; Tu-Fr 07:00-20:00; Sa 07:00-13:00,15:30-20:00; Su 07:00-13:00,16:00-19:30",,,,,11,Via San Donà,+39 041 534 0673,,,,,,"Venezia, Veneto, Italy",30174,pasticceria.petteno@gmail.com,,,Mestre,https://www.facebook.com/Pasticceria-Cioccolateria-Petten%C3%B2-105628289893/,https://pasticceria-petteno.business.site/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,POINT (12.1927131 45.4833851),La Cantina del Buongustaio,wine,,"Mo 16:00-20:00, Tu-Sa 8:30-13:00, 16:00-20:00",,,,,223,Via Trieste,+39 328 637 5755,,,,,,"Venezia, Veneto, Italy",30174,lunardigiampietro@gmail.com,,,Chirignago,https://www.facebook.com/La-Cantina-Del-Buongusto-592605424433096/,,,,,,,,,,,Lunardi Gianpietro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,POINT (12.1834993 45.4850159),Pasticceria Michela Cake Designer,pastry,,"Mo 07:30-12:30,  Tu-Sa 07:00-19:30,  Su 07:30-12:30",,,,,2,Via Oriago,+39 392 263 2855,,,,,retail,"Venezia, Veneto, Italy",30174,Michelacakedesigner@gmail.com,,,Chirignago,https://www.facebook.com/michelacakedesigner/,http://pepepeperoncino.blogspot.com/,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,POINT (12.2244244 45.4745765),Frutta e Verdura Fabio&Luna,greengrocer,,"Mo-Fr 07:00-13:00, Sa 7:00-14:00, Su off",,,,,,Piazza del Mercato,+39 349 142 9433;+39 349 109 0360,,,,,,"Venezia, Veneto, Italy",30175,fabioeluna@libero.it,,,Marghera,https://www.facebook.com/FabioeLunapiazzamercato/,,,,,,,,,,,,,,,,,,,,,,,,,,,box 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,POINT (12.2441582 45.4937865),Pino Frutta Snc Di Curti Giuseppe,greengrocer,,,,,,,46,Via Francesco Scipione Fapanni,+393343346059;+393387562444,,,,,,"Venezia, Veneto, Italy",,marcocurti02@gmail.com,,,,https://www.facebook.com/pinofruttapino/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,POINT (12.2129303 45.5122913),Enoteca Non Solo Bacco Sas,wine,,Mo-Sa 08:00-13:00; Mo-Tu 16:00-19:30; Th-Sa 08:00-19:30,,,,,4,Via Simone Martini,+39 041 5460711,,,,,,"Venezia, Veneto, Italy",30174,nonsolobacco.piave@libero.it,,,Zelarino,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,POINT (12.245678 45.4954646),F.lli Galvani SNC.,seafood,,Mo-Sa 07:30-13:00,,,,,1,Via Francesco Fapanni,+39 041961612,,,,,,"Venezia, Veneto, Italy",30174,,,,Mestre,,,,"Attivazione servizio a domicilio di generi di prima necessità per COVID-19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,POINT (12.2191153 45.494464),F.lli Roberto E Luca Ballarin S.n.c.,greengrocer,,,,,,,124,Via Gazzera Alta,,,,,,,"Venezia, Veneto, Italy",30174,,,,Mestre,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 041 914690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,POINT (12.2116723 45.5121743),Blu Pescheria Snc Di Zocco A. e Di Grande L.,seafood,,Mo-Su 08:30-13:00,,,,,99,Via Castellana,+39 041909754,,,,,,"Venezia, Veneto, Italy",30174,,,,Zelarino,https://it-it.facebook.com/BluPescheriaZelarino/,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 3405833254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,POINT (12.2050107 45.5381393),Azienda Ortofrutticola Gatti,greengrocer,,,,,,,128,Via Gatta,+39 348 8239493,,,,,,"Venezia, Veneto, Italy",30174,glep128@alice.it,,,Zelarino Veneto,https://it-it.facebook.com/Azienda-Ortofrutticola-Gatti-585740268212861/,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 340 5833254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,POINT (12.2434521 45.4890334),Pasticceria Invaso Di Nicole' Silva,pastry,,Mo-Su 07:00-19:00,no,,,,44,Corso del Popolo,+39 339 5286613,,,,,,"Venezia, Veneto, Italy",30172,cosetta.roncali@gmail.com,,,Mestre,,,,attivazione servizio a domicilio per emergenza COVID-19,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,POINT (12.3339569 45.4415626),I&s Farm Il Biologico Di Sant'Erasmo,greengrocer,,"Tu-Fr 08:30-13:30,16:00-19:30; Sa 08:30-13:00",,,,,3818,,+39 339 364 0736,,,,,,"Venezia, Veneto, Italy",30100,info@iesfarm.it,Cannaregio,,Venezia,https://www.facebook.com/iesfarm/,http://www.iesfarm.it/,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,POINT (12.2505447 45.5048911),Pasticceria Ceccon,pastry,,,,,,,17,Piazza Carpenedo,+39 041 534 0116,,,,,,"Venezia, Veneto, Italy",30174,,,,Mestre,https://it-it.facebook.com/PasticceriaCeccon,https://www.pasticceriaceccon.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,POINT (12.2470731 45.4935847),La Dolciaria Mestrina Dal 1973 Srl,pastry,2022-07-24,"Mo-Fr 00-13, 15-18:30 Sa 00-18:30 Su 00-12:30",yes,,,,4,Riviera Vincenzo Coronelli,+39 041980372,,,,,,"Venezia, Veneto, Italy",,info@dm1973.it,,,Mestre,https://www.facebook.com/dolciariamestrina/,http://www.dm1973.com/,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/dolciariamestrina,,,,,,+39041980372,10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,POINT (12.19263 45.4835636),Ortofrutta Irene,greengrocer,,,,,,,235b,Via Trieste,+39 339 1956508,,,,,,"Venezia, Veneto, Italy",30174,,,,Chirignago,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,POINT (12.3237702 45.4363026),Panificio Pasticceria Alimentari Barozzi,pastry,,Mo-Sa 06:00-19:30; Su off,,,,,86,Salizada San Pantalon,+39 041 710233;+39 379 142 1683,,,,,,"Venezia, Veneto, Italy",30135,info@barozzivenezia.it,Santa Croce,,Venezia,https://www.facebook.com/barozzivenezia.it/,https://barozzivenezia.it/,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,POINT (12.3230778 45.4418252),Enoteca Venezia S.r.l.,wine,,Mo 10:00-23:00; Tu 10:00-23:00; We 10:00-23:00; Th 10:00-23:00; Fr 10:00-23:00; Sa 10:00-23:00; Su 10:00-23:00,,,,,122c,Rio Terà Lista di Spagna,+39 389 5138879,,,,,,"Venezia, Veneto, Italy",30121,venezia@retevinipro.it,Cannaregio,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,POINT (12.3360478 45.4404201),Macelleria Bisiol Di Ruggero,butcher,2023-04-26,Mo-Sa 08:30-13:00; We-Th 16:30-19:30,limited,,,,4441a,Strada Nova,+39 041 5221183,,,,,,"Venezia, Veneto, Italy",30121,bisiol.macelleria@libero.it,Cannaregio,,Venezia,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3355476741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,POINT (12.3365768 45.4379903),Enoteca Millevini,wine,,"Mo-Sa 10:00-13:30,15:00-20:00; Su 11:00-19:00",,,,,5362,Ramo del Fontego dei Tedeschi,+39 041 520 6090,,,,,,"Venezia, Veneto, Italy",30124,info@enotecamillevini.it,San Marco,,Venezia,https://it-it.facebook.com/emmevisas/,https://www.enotecamillevini.it/,,Attivazione servizio a domicilio di generi di prima necessità per covid-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,POINT (12.3340608 45.4399344),Ittica Zane Snc di Alessandro e Matteo Zane,seafood,,Tu-Sa 07:00-13:00,,,,,328,,+39 041 520 3333,,,,,,"Venezia, Veneto, Italy",30125,,San Polo,,,,https://pescheria-cristiano-zane-sas.business.site/,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,POINT (12.3621006 45.4022805),Pescheria da Leone,seafood,,Su-Mo off; Tu-Sa 08:00-13:00,,,,,149/151,Via Sandro Gallo,+39 338 441 2954;+39 349 784 9797,,,,,,"Venezia, Veneto, Italy",30126,,,,Venezia,https://www.facebook.com/itticatrevisan/,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,POINT (12.3342809 45.4398028),Pescheria da Leone,seafood,,Su-Mo off; Tu-Sa 08:00-13:00,,,,,,,+39 338 441 2954;+39 392 089 7874,,,,,,"Venezia, Veneto, Italy",30126,,,,Venezia,https://www.facebook.com/itticatrevisan/,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,POINT (12.1964254 45.4426441),Panificio Trevisiol,bakery,,,,,,,77a,Via della Stazione,+39 041 698369,,,,,,"Venezia, Veneto, Italy",30176,,,,Malcontenta,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,POINT (12.3648062 45.4062246),L'arte Della Pasticceria,confectionery,,,,,,,119,Via Sandro Gallo,+39 327 686 1204;+39 041 2761191,,,,,,"Venezia, Veneto, Italy",,pontedelpistor@gmail.com,Lido di Venezia,,Venezia,https://it-it.facebook.com/pages/category/Dessert-Shop/Larte-della-pasticceria-Lido-1993726427593755/,https://www.paginebianche.it/lido-di-venezia/pasticceria-arte-pasticceria.12267080,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,POINT (12.3286715 45.4442896),Marco E Nicolò Ortofrutta,greengrocer,,Mo-Sa 07:30-19:30; Su off,,,,,1415,Rio Terà Farsetti,+39 041 3091524,,,,,,"Venezia, Veneto, Italy",,ortofruttascarpa@gmail.com,,,Venezia,https://www.facebook.com/marcoenicoloortofrutta,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0039 346 501 5414,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,POINT (12.2039532 45.4362224),Antico Forner Ae Tre Ciopete,bakery,,Mo-Sa 05:00-19:30,,,,,6,Via della Stazione,+39 041698983,,,,,,"Venezia, Veneto, Italy",30176,,,,Malcontenta,https://it-it.facebook.com/pages/category/Bakery/Panificio-Ae-Tre-Ciopete-2189625274628400/,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,POINT (12.3361649 45.435703),Caroldi e Bressanello,butcher,,Mo-Sa 07:00-13:00,,,,,4676,Calle dei Fabbri,+39 041 5230547,,,,,,"Venezia, Veneto, Italy",30124,macelleriabec@libero.it,San Marco,,Venezia,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,POINT (12.3379324 45.4259807),Pasticceria Stella - Bar & Caffetteria,pastry,,,,,,,55,Calle Michelangelo,+39 347 792 9438;+39 340 860 2177;+39 041 2771136,,,,,,"Venezia, Veneto, Italy",30133,pasticceriastellasnc@pec.it,Giudecca,,Venezia,https://www.facebook.com/Pasticceria-Stella-943291399054191/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,POINT (12.3265448 45.4263468),Macelleria Fiore Da Renata,butcher,,Mo-Sa 08:00-13:00,,,,,445,Fondamenta Santa Eufemia,+39 041 523 2147,,,,,,"Venezia, Veneto, Italy",30133,,Giudecca,,Venezia,,https://macelleria-fiore-da-renata.business.site/,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,POINT (12.2372783 45.4926337),Macelleria Dante Cavaina Snc,butcher,,Mo-Sa 09:00-13:00,no,,,,12,Via Giuseppe Verdi,+39 041 986653,,,,,,"Venezia, Veneto, Italy",30174,ariannagomirato@libero.it,,,Mestre,https://www.facebook.com/pg/macelleriadantecavaina,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,POINT (12.337119 45.4388064),Bar Pasticceria Ballarin,pastry,,,,,,,5794,Salizada San Giovanni Grisostomo,+39 041 528 5273,,,,,,"Venezia, Veneto, Italy",30121,,,,Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,POINT (12.330267 45.4339393),Vinoteca dai do cancari,beverages,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,POINT (12.3341857 45.4391281),,bakery,,,,,,,,,,,,0,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,POINT (12.2099486 45.4849219),Le dolcezze di Alessio,pastry,,,,,,,167,Via Miranese,,,,,,,"Venezia, Veneto, Italy",30174,,,,Mestre,,http://www.dolcezzedialessio.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,POINT (12.2088181 45.4848068),Anzanello Natale Il Fornaio,bakery,,,,,,,,Via Miranese,,,,,,,"Venezia, Veneto, Italy",30174,,,,Mestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,POINT (12.2238744 45.4891096),SAPOREDIMARE Mestre,frozen_food,,,,,,,81,Via Trento,,,,,,,"Venezia, Veneto, Italy",30171,,,,Venezia,,https://negozi.saporedimare.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,POINT (12.247378 45.4928094),Pasticceria San Marco,pastry,,,,,,,18,Viale San Marco,+39 041 951653,,,,,,"Venezia, Veneto, Italy",30173,,,,Mestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,POINT (12.3244542 45.4330824),,greengrocer,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,POINT (12.3692643 45.4177559),Panificio Pasticceria Scarpa,bakery,,Mo-Sa 07:00-20:00; Su 08:00-20:00; PH closed,yes,,,,1,Piazzale Santa Maria Elisabetta,,,,0,,,"Venezia, Veneto, Italy",,,,,Lido,,,,,,,,,,,,Scarpa Cosetta srl,IT04061350270,+39 041 526 2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
214,POINT (12.3670917 45.4116407),,butcher,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,POINT (12.366994 45.411292),,greengrocer,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,POINT (12.3567293 45.4310652),,pastry,,"Mo-Sa 07:00-13:30,17:00-20:00; Su 08:00-13:00; PH closed",limited,,,,769,Corte del Soldà,,,,0,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,POINT (12.3561754 45.4310432),Macelleria,butcher,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,POINT (12.3562154 45.4324378),L'arte del Becher,butcher,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,POINT (12.3529186 45.4321385),,bakery,,,limited,,,,,,,,,0,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
220,POINT (12.3572115 45.4332741),Panificio Crosara,bakery,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
